ID Cliente,Nome do Cliente,Data da Instalação,Tipo de Instalação,Endereço (Rua),Bairro,Cidade,Estado,CEP,Valor do Serviço (R$),Tipo de Pagamento,Nº Parcelas,Instituição Financeira,Origem do Cliente,Avaliação (1-5),Comentário do Cliente,Sistema (kWp),Nº de Placas,Indicação de Quem?,Vendedor Responsável
CLI1148,Emanuelly Vasconcelos,2024-02-14,Industrial,"Vereda de da Paz, 925",Barroca,Jesus Verde,RO,69439-782,48149.99,À Vista,0,,Parceria,2,Aliquam facilis doloribus id possimus maiores quo.,14.7,48,,Bruno Silva
CLI1149,Stephany Almeida,2023-10-03,Industrial,"Viela Thiago da Luz, 1843",Vila Maloca,Sousa,RS,73182369,36279.61,Financiamento Bancário,36,Santander,Google,5,,7.5,19,,Carlos Oliveira
CLI1150,Maria Julia Leão,2024-05-31,Rural,"Avenida de Pereira, 1936",Vila Petropolis,Mendonça das Flores,MA,75277-691,71777.88,Financiamento Bancário,36,Outro,Parceria,2,,4.1,13,,Ana Clara
CLI1151,Asafe da Rocha,2024-02-04,Residencial,"Sítio Gael Machado, 1747",Centro,Borges,MT,78401011,55837.95,Financiamento Bancário,84,Banco do Brasil,Google,2,,7.1,22,,Fernanda Lima
CLI1152,Ana Lívia Duarte,2023-11-07,Rural,"Conjunto de Novais, 376",Vila Copacabana,Cardoso do Campo,PB,28345-923,26974.7,Boleto,0,,Panfleto,2,,16.3,46,,Bruno Silva
CLI1153,Sra. Maria Clara Lopes,2024-07-21,Residencial,"Chácara Anthony Gabriel da Mota, 1938",Nova Granada,Vieira Verde,RJ,90206058,41686.09,À Vista,0,,Mídias Sociais,2,Ut velit beatae at tempore eos ducimus.,4.5,14,,Bruno Silva
CLI1154,João Felipe Mendes,2024-07-13,Industrial,"Vale Enzo Gabriel Azevedo, 379",Vila Vista Alegre,da Conceição,RR,33620-638,51832.0,Financiamento Bancário,48,Bradesco,Panfleto,1,Quibusdam dolorem deserunt accusamus.,5.0,15,,Carlos Oliveira
CLI1155,Srta. Stephany Cassiano,2024-05-24,Industrial,"Viela Caleb da Cunha, 1947",Pilar,Correia,AC,68881025,46523.02,Financiamento Bancário,48,Santander,Feira/Evento,1,Laboriosam nesciunt deserunt non quam mollitia sit.,9.9,30,,Diana Santos
CLI1156,Kevin Pinto,2024-12-30,Rural,"Fazenda Luísa Lima, 1679",Vila Maloca,Pacheco,PB,32166840,24860.01,À Vista,0,,Feira/Evento,1,Sequi nobis beatae vero quis adipisci.,17.9,48,,Ana Clara
CLI1157,Maria Júlia Rocha,2024-07-13,Comercial,"Estação Lunna Freitas, 1506",Monte Azul,Macedo,RN,22599-946,51677.7,Cartão de Crédito,12,Mastercard,Feira/Evento,1,,18.2,61,,Eduardo Costa
CLI1158,Isabella Porto,2025-03-28,Comercial,"Conjunto de das Neves, 675",Nossa Senhora Da Conceição,Câmara,MS,79322580,54446.35,Boleto,0,,Google,4,Rem fugiat ab hic neque sed.,13.4,35,,Diana Santos
CLI1159,Sr. Otávio Jesus,2024-02-20,Industrial,"Núcleo Alexia Vargas, 1788",Acaba Mundo,Monteiro,AC,68873-118,66998.92,Financiamento Bancário,84,Santander,Panfleto,5,,13.9,40,,Eduardo Costa
CLI1160,Julia Duarte,2024-01-07,Residencial,"Rodovia Leão, 564",Mala E Cuia,Andrade,MS,83632-440,47461.82,Financiamento Bancário,84,Caixa Econômica Federal,Indicação,2,Amet sit aspernatur adipisci.,10.5,29,Sra. Ana Beatriz Pimenta,Eduardo Costa
CLI1161,Valentim Teixeira,2023-06-15,Industrial,"Vereda Monteiro, 190",Jardim São José,Santos Verde,PI,89365-369,73519.05,Boleto,0,,Google,4,Accusantium nisi reiciendis quos veniam et.,11.9,35,,Bruno Silva
CLI1162,Maria Eduarda da Cunha,2024-06-06,Residencial,"Vereda de Silveira, 462",Cachoeirinha,Gomes,SP,76390049,66179.31,À Vista,0,,Indicação,1,Fuga velit soluta mollitia consequuntur explicabo.,17.9,47,Davi Lucas Machado,Eduardo Costa
CLI1163,Liz Gonçalves,2024-10-27,Comercial,"Vale Gustavo Henrique Machado, 1373",Coração Eucarístico,Cunha Verde,MA,81450-478,29806.12,À Vista,0,,Site da Empresa,2,,12.2,33,,Eduardo Costa
CLI1164,Bernardo Borges,2023-09-22,Comercial,"Loteamento Monteiro, 896",Cabana Do Pai Tomás,Dias do Campo,RR,50293-837,18485.19,Financiamento Bancário,72,Outro,Feira/Evento,2,Tenetur nesciunt cum exercitationem minus odit in.,4.4,12,,Eduardo Costa
CLI1165,Ana Júlia Pinto,2024-02-18,Industrial,"Parque Gabriel Alves, 1149",Mariquinhas,Moraes de Peixoto,ES,74238959,5529.8,À Vista,0,,Mídias Sociais,5,,13.6,34,,Bruno Silva
CLI1166,Ana Carolina Montenegro,2025-04-04,Industrial,"Ladeira Samuel Novaes, 718",Solar Do Barreiro,Freitas,DF,61840204,48563.1,Boleto,0,,Outro,5,,12.6,31,,Carlos Oliveira
CLI1167,Luiz Fernando Leão,2024-03-28,Comercial,"Rua Liz Azevedo, 1146",Centro,Gonçalves do Galho,DF,54716-060,8970.38,À Vista,0,,Parceria,2,,13.9,39,,Ana Clara
CLI1168,Emanuelly Lopes,2025-05-05,Residencial,"Condomínio Olívia Marques, 1516",Bernadete,Barbosa,AC,53529-214,39924.05,À Vista,0,,Panfleto,4,,8.5,22,,Carlos Oliveira
CLI1169,Beatriz Siqueira,2024-10-19,Industrial,"Vereda Henrique Macedo, 645",Itaipu,da Luz do Sul,MG,32978-180,21765.35,À Vista,0,,Outro,3,Amet neque placeat et.,18.1,50,,Eduardo Costa
CLI1170,Olívia Pinto,2024-08-06,Comercial,"Esplanada Montenegro, 975",Gameleira,Sampaio das Pedras,GO,84154776,68919.02,Boleto,0,,Mídias Sociais,1,,7.7,23,,Ana Clara
CLI1171,Vitor Gabriel Camargo,2024-08-10,Residencial,"Estação Davi Miguel da Luz, 946",Santa Cecilia,Borges,GO,48813-876,22006.3,Cartão de Crédito,6,Visa,Google,3,Est a rerum officiis unde ad.,7.1,18,,Fernanda Lima
CLI1172,Luiz Otávio Pinto,2024-11-29,Rural,"Aeroporto Gomes, 1637",Vila Fumec,Jesus,SP,14887630,21662.0,Financiamento Bancário,60,Bradesco,Panfleto,1,Repudiandae dolorum id accusantium voluptates quos laboriosam nulla.,4.0,11,,Fernanda Lima
CLI1173,Gael Henrique Peixoto,2024-12-24,Rural,"Viela Gabriel Sousa, 814",Vila Coqueiral,das Neves,TO,51420963,29252.21,Cartão de Crédito,6,Elo,Panfleto,5,Impedit incidunt veniam possimus nihil illum.,13.6,34,,Bruno Silva
CLI1174,Elisa Nunes,2025-05-07,Residencial,"Esplanada Abreu, 703",Xodo-Marize,da Rosa da Mata,RR,93726-469,46771.91,Cartão de Crédito,6,Visa,Site da Empresa,5,Earum velit explicabo itaque aliquam rerum.,17.5,48,,Bruno Silva
CLI1175,Gael Martins,2024-02-01,Industrial,"Lagoa Luiz Gustavo Teixeira, 170",Vila Boa Vista,Duarte,AM,04020856,21875.01,Financiamento Bancário,24,Itaú,Parceria,4,Sequi laudantium animi ut.,13.3,40,,Diana Santos
CLI1176,Lívia Monteiro,2024-09-20,Comercial,"Campo Moreira, 735",Vila Nova Cachoeirinha 3ª Seção,da Rosa Verde,AC,49028136,44381.74,Financiamento Bancário,84,Santander,Outro,5,Aspernatur asperiores aliquid recusandae unde alias.,4.2,10,,Eduardo Costa
CLI1177,Sr. Emanuel Pereira,2024-04-06,Comercial,"Aeroporto Mariane Nogueira, 1224",Vila Nova Gameleira 3ª Seção,Souza,MA,57849130,32912.18,Financiamento Bancário,72,Caixa Econômica Federal,Outro,4,,14.7,38,,Bruno Silva
CLI1178,Maria Vitória Sá,2025-05-19,Residencial,"Viaduto de Farias, 488",Santa Efigênia,Silveira de Araújo,MG,33416643,7548.67,Boleto,0,,Google,1,,18.6,59,,Ana Clara
CLI1179,Cecília Rocha,2024-08-21,Rural,"Vereda de Porto, 948",Nova Pampulha,Pereira,SP,90644-457,71254.69,Boleto,0,,Panfleto,1,Repellat quasi cumque.,3.6,10,,Ana Clara
CLI1180,Luiz Gustavo da Rosa,2023-12-05,Rural,"Rodovia de Fernandes, 1374",Vila Ouro Minas,Gomes,SC,93043738,17591.28,À Vista,0,,Outro,4,Cumque vero animi.,11.4,28,,Eduardo Costa
CLI1181,Matteo Moreira,2024-02-01,Rural,"Rodovia de Farias, 890",Nossa Senhora Da Aparecida,Nunes de Goiás,PR,41709-775,14425.82,Boleto,0,,Outro,4,,15.2,47,,Bruno Silva
CLI1182,Luiz Gustavo Cassiano,2025-02-19,Rural,"Estação de Azevedo, 703",São João,Rocha da Prata,AL,48625-885,30363.37,Boleto,0,,Outro,2,Sunt vitae facilis vero distinctio.,9.4,29,,Eduardo Costa
CLI1183,João Miguel Sá,2025-04-11,Industrial,"Via de Teixeira, 140",Vila São Dimas,Nogueira de Araújo,PI,18642448,29448.53,Boleto,0,,Indicação,1,Fugit doloremque corrupti libero.,5.0,16,Bento Ramos,Ana Clara
CLI1184,Dr. Danilo Araújo,2023-07-02,Rural,"Colônia de Sales, 1104",Aparecida 7ª Seção,da Cruz do Campo,MA,98824-260,57570.33,Financiamento Bancário,48,Caixa Econômica Federal,Google,5,Accusantium quas nesciunt fuga ad.,14.9,39,,Bruno Silva
CLI1185,Bárbara Aparecida,2023-11-14,Residencial,"Viela Marques, 1034",Conjunto Celso Machado,Barros,PB,05594-285,24366.53,Financiamento Bancário,24,Itaú,Site da Empresa,5,Sit fugiat porro provident consectetur maxime.,19.7,49,,Ana Clara
CLI1186,Davi Lucas Martins,2024-04-28,Industrial,"Ladeira Gabriela Rocha, 1715",Vila Betânia,Novais,MS,23799816,40185.82,Boleto,0,,Mídias Sociais,4,,3.1,8,,Diana Santos
CLI1187,Sophie Rios,2024-12-23,Rural,"Via Cavalcanti, 395",Pilar,Novaes,AM,22558047,26578.35,Boleto,0,,Parceria,1,Officia voluptas nesciunt cupiditate quia beatae.,14.2,38,,Fernanda Lima
CLI1188,Vitor Hugo Carvalho,2024-09-23,Residencial,"Pátio Melissa Albuquerque, 1842",Gutierrez,Azevedo,SE,10699-488,60874.53,Cartão de Crédito,6,Visa,Outro,5,Tempora dolore cumque illo ad.,9.4,30,,Eduardo Costa
CLI1189,João Lucas da Costa,2024-05-14,Residencial,"Lago Caio Sampaio, 179",Zilah Sposito,Mendonça do Norte,RN,02689886,55373.87,Financiamento Bancário,84,Sicoob,Mídias Sociais,1,,19.0,61,,Diana Santos
CLI1190,Antony Porto,2024-08-16,Rural,"Avenida de Silveira, 122",Vila Madre Gertrudes 4ª Seção,Azevedo,RR,93540-312,78693.0,Boleto,0,,Parceria,5,Soluta eos consequuntur itaque quisquam unde eaque.,15.8,40,,Bruno Silva
CLI1191,Dr. Enrico Fogaça,2024-07-31,Rural,"Pátio Camargo, 1810",Jardim Atlântico,Ramos,SP,83185416,55651.73,Financiamento Bancário,48,Itaú,Site da Empresa,5,Eum omnis impedit illo nemo temporibus architecto.,7.6,21,,Bruno Silva
CLI1192,Maria Julia Montenegro,2024-01-18,Comercial,"Passarela Alexandre Costa, 929",São Geraldo,Moreira do Campo,PB,52670296,47276.25,Boleto,0,,Parceria,3,Voluptas tempora velit tempora ducimus repellendus delectus.,4.5,11,,Bruno Silva
CLI1193,Ana Fernandes,2024-12-13,Rural,"Parque Ana Sophia Leão, 544",Miramar,Sampaio de Minas,AL,48576-469,10655.27,Financiamento Bancário,60,Itaú,Google,2,,14.4,42,,Bruno Silva
CLI1194,Rodrigo Silva,2024-02-15,Comercial,"Residencial de Andrade, 723",Vila Ecológica,Costa,RS,45335093,36772.67,Cartão de Crédito,12,Elo,Panfleto,4,Odit saepe distinctio provident.,15.3,44,,Ana Clara
CLI1195,Daniela Andrade,2025-05-04,Rural,"Via da Luz, 658",Vila Pilar,Ferreira de Lopes,MT,09307193,26806.74,À Vista,0,,Indicação,2,Cupiditate maxime soluta mollitia vitae harum cum.,3.4,9,Vitor Gabriel Albuquerque,Eduardo Costa
CLI1196,Allana Aragão,2023-12-18,Industrial,"Pátio Bernardo Alves, 1656",Glória,Brito das Flores,PI,75914217,25674.8,Cartão de Crédito,9,Mastercard,Parceria,1,Labore inventore non quas nemo dolor perspiciatis eaque.,5.6,17,,Carlos Oliveira
CLI1197,Nina Azevedo,2024-07-03,Industrial,"Campo Isabella Cardoso, 1945",Monte São José,Rezende Alegre,SP,27653126,16270.79,À Vista,0,,Feira/Evento,5,Excepturi ut iste voluptate.,12.3,34,,Carlos Oliveira
CLI1198,Bianca Fernandes,2024-08-29,Comercial,"Conjunto de Rocha, 1722",Zilah Sposito,Sá,SP,95628032,38467.25,À Vista,0,,Mídias Sociais,2,Totam accusantium architecto quibusdam itaque.,17.3,49,,Bruno Silva
CLI1199,Clara Câmara,2024-07-31,Residencial,"Lago de Nogueira, 1045",Baleia,da Costa da Serra,BA,09669885,65439.27,À Vista,0,,Google,1,,10.1,25,,Bruno Silva
CLI1200,Juan Barbosa,2023-10-02,Industrial,"Chácara Leandro Fernandes, 1260",Santa Cecilia,Duarte das Pedras,PE,80262-064,39465.03,Boleto,0,,Outro,5,Magni dolore odio maxime explicabo sit officiis a.,5.4,14,,Ana Clara
CLI1201,José Miguel Moura,2025-02-23,Residencial,"Lagoa de Nogueira, 426",São Jorge 1ª Seção,Novais,PI,34949459,59321.67,Financiamento Bancário,84,Caixa Econômica Federal,Panfleto,5,,17.2,51,,Fernanda Lima
CLI1202,Calebe Carvalho,2025-03-02,Industrial,"Campo Vitor Moreira, 818",Nova Esperança,Souza,RJ,98689-839,20152.44,Financiamento Bancário,48,Sicoob,Feira/Evento,2,Libero molestiae natus ex nihil veniam necessitatibus.,15.3,53,,Fernanda Lima
CLI1203,Hellena Aragão,2023-07-10,Comercial,"Recanto Benjamin Azevedo, 301",Bacurau,Souza de Sales,RN,68902-672,58774.47,À Vista,0,,Site da Empresa,5,Repellat id quas perspiciatis.,12.2,34,,Ana Clara
CLI1204,Isabelly Silva,2025-02-20,Industrial,"Esplanada Bella Farias, 830",Marçola,da Mota,MT,65056459,73736.07,Boleto,0,,Mídias Sociais,5,Omnis ducimus quibusdam dolorum.,10.1,27,,Eduardo Costa
CLI1205,Isabelly Câmara,2024-09-09,Comercial,"Chácara de Cirino, 1371",Lindéia,da Conceição,PI,83737-362,74130.18,À Vista,0,,Feira/Evento,5,,13.2,34,,Carlos Oliveira
CLI1206,Davi Miguel Barros,2023-10-09,Industrial,"Travessa Sarah da Conceição, 1384",Floresta,Montenegro da Serra,SC,45525529,41331.73,Financiamento Bancário,84,Bradesco,Panfleto,5,,15.7,40,,Ana Clara
CLI1207,Sr. Emanuel Ribeiro,2025-05-04,Residencial,"Residencial da Mota, 1611",Sagrada Família,Mendonça do Sul,BA,10145-492,34823.16,Financiamento Bancário,48,Caixa Econômica Federal,Indicação,3,Dicta unde hic.,11.9,40,Stella da Cunha,Eduardo Costa
CLI1208,Bianca Farias,2024-12-02,Comercial,"Conjunto de Moraes, 1819",Savassi,Rodrigues do Oeste,PR,22490801,23005.84,Boleto,0,,Mídias Sociais,3,Repellat dolore odio voluptatum.,6.2,21,,Bruno Silva
CLI1209,Pietro Aragão,2024-10-06,Residencial,"Chácara Maria Alice Novais, 561",Paraíso,Machado dos Dourados,SC,51997-895,58522.99,Cartão de Crédito,12,Visa,Mídias Sociais,4,,15.3,44,,Carlos Oliveira
CLI1210,Francisco Casa Grande,2024-02-06,Comercial,"Lago Pedro Henrique Caldeira, 241",Vila Nova Gameleira 2ª Seção,Pinto do Galho,AP,85552-689,69556.49,Boleto,0,,Site da Empresa,5,Repellat asperiores ad architecto officiis cumque.,4.2,11,,Eduardo Costa
CLI1211,Mathias Sales,2025-01-04,Residencial,"Rua de Leão, 720",Buritis,Lima,TO,50790611,53884.4,À Vista,0,,Mídias Sociais,3,Iure harum harum ut modi.,7.6,20,,Fernanda Lima
CLI1212,Sr. Davi Miguel Aparecida,2024-07-18,Industrial,"Rua Abreu, 565",Túnel De Ibirité,da Mota,MS,70910-412,32676.44,Cartão de Crédito,6,Visa,Google,5,,15.5,47,,Ana Clara
CLI1213,Maria Júlia Rocha,2024-09-14,Rural,"Praia Casa Grande, 353",Vila Calafate,Correia de da Rosa,SP,80307186,43823.53,Cartão de Crédito,9,Visa,Feira/Evento,2,Quos alias nam quia laborum quia officiis.,7.0,19,,Fernanda Lima
CLI1214,Luiz Fernando Rodrigues,2023-12-30,Residencial,"Estrada Martins, 829",Vila Dos Anjos,Leão,MG,26421-546,62692.99,Cartão de Crédito,3,Visa,Indicação,4,Placeat cum qui quo sequi est.,3.4,11,Sr. Kaique Fogaça,Carlos Oliveira
CLI1215,Maya Moraes,2023-12-10,Rural,"Via Ayla Guerra, 1863",Marieta 2ª Seção,Gonçalves do Sul,CE,84722589,33021.43,Financiamento Bancário,60,Nubank,Panfleto,3,Quidem repudiandae explicabo unde.,12.3,37,,Diana Santos
CLI1216,Jade Jesus,2025-02-07,Residencial,"Ladeira Alexandre Gonçalves, 1141",Conjunto Jatoba,da Luz de Ramos,PE,97030385,69294.22,Boleto,0,,Indicação,1,Hic at aspernatur earum neque veniam cupiditate.,10.9,32,Sr. Benjamin Sá,Carlos Oliveira
CLI1217,Ana Luiza Almeida,2025-05-08,Comercial,"Esplanada Rocha, 529",Dona Clara,da Conceição de das Neves,MG,81791-349,76084.49,Cartão de Crédito,9,Mastercard,Google,2,Deleniti corrupti nam porro.,14.4,46,,Eduardo Costa
CLI1218,Dra. Camila Caldeira,2024-02-09,Residencial,"Loteamento de Cunha, 1834",Santo Agostinho,Vieira do Norte,RN,67648-745,17561.92,Cartão de Crédito,12,Mastercard,Outro,2,Illo modi corporis quisquam ullam non voluptas.,3.8,12,,Eduardo Costa
CLI1219,João Lucas Pimenta,2023-10-11,Industrial,"Lago Levi Sampaio, 695",Taquaril,Pacheco de Cirino,DF,65733-112,13208.81,Boleto,0,,Google,3,Quidem iste nemo minima et distinctio.,2.4,6,,Ana Clara
CLI1220,Beatriz Aparecida,2025-04-17,Industrial,"Estação Sampaio, 1998",Graça,Marques da Praia,DF,95653-629,12423.04,Boleto,0,,Google,5,Similique molestias ullam maiores libero expedita.,14.1,38,,Eduardo Costa
CLI1221,Mateus Pires,2023-08-22,Comercial,"Rua Isabel Guerra, 527",Santa Sofia,da Mota da Praia,SE,82279375,38995.69,À Vista,0,,Indicação,5,Facilis accusantium ut dolores sed.,19.1,58,Henry Gabriel Brito,Ana Clara
CLI1222,Sra. Lunna da Conceição,2023-06-08,Comercial,"Rua Rodrigues, 1762",Serra Verde,Fogaça Verde,RR,11032-411,38195.05,Cartão de Crédito,3,Visa,Parceria,3,Doloremque odit accusamus mollitia.,11.4,29,,Carlos Oliveira
CLI1223,Pedro Mendes,2024-09-28,Comercial,"Lagoa Castro, 489",Vila Trinta E Um De Março,Correia de da Mota,AM,93113-923,77834.04,Cartão de Crédito,9,Mastercard,Outro,4,,18.4,49,,Carlos Oliveira
CLI1224,Thomas Dias,2025-05-19,Industrial,"Jardim Brenda Azevedo, 1127",Barro Preto,Cardoso Paulista,CE,07073-819,55937.9,À Vista,0,,Feira/Evento,4,,11.5,32,,Fernanda Lima
CLI1225,Maria Souza,2023-12-09,Industrial,"Travessa Isabelly Aparecida, 1483",Palmares,Duarte Verde,SE,23069-873,56537.89,Cartão de Crédito,9,Mastercard,Parceria,3,,4.1,12,,Fernanda Lima
CLI1226,Olívia Monteiro,2025-04-03,Comercial,"Parque Casa Grande, 1554",Calafate,Siqueira da Prata,ES,60611362,60894.02,À Vista,0,,Outro,4,,4.5,11,,Carlos Oliveira
CLI1227,Brayan Azevedo,2023-07-05,Comercial,"Alameda de Correia, 1950",Vila Sumaré,Leão das Flores,AP,64185020,48824.94,À Vista,0,,Panfleto,5,Numquam dicta voluptas minima quia facilis.,18.7,49,,Carlos Oliveira
CLI1228,Ágatha Sousa,2025-02-02,Residencial,"Quadra Pacheco, 1200",Vila Santo Antônio Barroquinha,Peixoto,MA,26780-645,10069.09,Cartão de Crédito,9,Mastercard,Mídias Sociais,3,Quam veniam temporibus voluptatibus corrupti voluptate.,3.9,10,,Fernanda Lima
CLI1229,Lorenzo Pires,2023-10-23,Residencial,"Passarela Nicole Leão, 678",Grota,Cirino de Goiás,GO,95581820,47435.06,À Vista,0,,Mídias Sociais,1,Ex nisi excepturi reprehenderit earum suscipit in.,14.0,42,,Eduardo Costa
CLI1230,Antonella Pinto,2023-08-19,Rural,"Ladeira Ryan Azevedo, 778",Santa Isabel,Lopes do Galho,CE,10221-359,67893.46,Boleto,0,,Mídias Sociais,5,Consectetur sequi distinctio reprehenderit odio amet eaque.,12.2,41,,Ana Clara
CLI1231,Dr. Henry Farias,2025-05-24,Industrial,"Área Eloah Ribeiro, 287",Paquetá,Garcia,AM,24984-324,20117.53,Boleto,0,,Feira/Evento,4,Neque consequatur sunt ex temporibus quis.,13.8,39,,Fernanda Lima
CLI1232,Luna Pires,2024-08-31,Rural,"Viela de Cavalcante, 733",Conjunto São Francisco De Assis,Vargas,GO,58916292,27520.48,Financiamento Bancário,84,Outro,Google,1,Libero odit impedit pariatur hic eos.,5.0,14,,Diana Santos
CLI1233,Pedro Miguel Cunha,2024-07-21,Rural,"Setor Antony Castro, 959",Buraco Quente,Garcia,ES,58668-217,20132.57,Cartão de Crédito,3,Visa,Mídias Sociais,2,Harum dolore magnam labore ipsam molestiae sequi.,18.6,52,,Eduardo Costa
CLI1234,Sra. Mariana Garcia,2024-12-25,Industrial,"Chácara da Costa, 1203",São Jorge 3ª Seção,da Mata,AP,98651485,67814.67,Cartão de Crédito,9,Elo,Panfleto,3,,14.9,40,,Bruno Silva
CLI1235,Sr. Diogo Melo,2025-02-07,Rural,"Feira de da Conceição, 439",São Tomaz,da Rocha de Goiás,BA,16183859,73772.86,Cartão de Crédito,6,Visa,Feira/Evento,2,,17.4,60,,Carlos Oliveira
CLI1236,Liz Aragão,2023-10-14,Residencial,"Área Stella Almeida, 1303",Céu Azul,Vieira,TO,59344488,19777.33,À Vista,0,,Feira/Evento,1,Dolore quod dolorum eum.,3.1,8,,Ana Clara
CLI1237,Luan Montenegro,2024-07-17,Rural,"Área Melo, 1241",Jardim São José,Nogueira da Mata,CE,21589564,68433.09,Boleto,0,,Google,5,Recusandae ipsum in aspernatur.,2.4,7,,Diana Santos
CLI1238,Heloísa Novais,2023-11-15,Rural,"Via Rafaela Moura, 786",Vila Jardim São José,Caldeira,PI,10500339,64066.07,Financiamento Bancário,72,Caixa Econômica Federal,Parceria,4,Modi officia cum maxime.,4.8,15,,Carlos Oliveira
CLI1239,Dra. Gabriela Alves,2025-04-17,Industrial,"Alameda Maria Cecília Barbosa, 448",Castanheira,Lima,AL,86176665,43373.44,Cartão de Crédito,9,Visa,Mídias Sociais,2,Ut assumenda doloremque quaerat.,17.3,56,,Fernanda Lima
CLI1240,Sr. Benjamin Gonçalves,2024-02-15,Comercial,"Rua de Abreu, 418",Santana Do Cafezal,Pimenta,SE,33162213,55068.6,À Vista,0,,Indicação,1,,9.7,29,Raquel Monteiro,Carlos Oliveira
CLI1241,Matteo da Costa,2024-09-02,Rural,"Sítio Andrade, 1433",Beira Linha,Viana Alegre,PE,79241-791,70986.5,Boleto,0,,Mídias Sociais,5,Ipsa molestiae repellendus ex nisi.,18.2,59,,Bruno Silva
CLI1242,Levi Pacheco,2024-04-10,Industrial,"Parque Costela, 1469",Diamante,da Rosa das Pedras,AL,30616-778,49009.45,Boleto,0,,Mídias Sociais,1,Minima laborum incidunt tempora ad quisquam quaerat reiciendis.,3.5,10,,Carlos Oliveira
CLI1243,Srta. Aurora Pacheco,2023-07-06,Comercial,"Campo Gonçalves, 1722",Dom Bosco,da Cruz Grande,PB,51526-324,14707.14,À Vista,0,,Panfleto,3,Consequatur delectus sequi neque.,10.1,29,,Fernanda Lima
CLI1244,Dra. Kamilly Silveira,2024-02-26,Industrial,"Parque Melo, 308",Jonas Veiga,Barbosa do Amparo,SE,96246-864,32210.9,À Vista,0,,Panfleto,3,,8.8,24,,Ana Clara
CLI1245,Sr. Gustavo Santos,2025-05-30,Industrial,"Conjunto de Lopes, 1292",Petropolis,Vargas,RJ,80491524,59025.32,Financiamento Bancário,36,Caixa Econômica Federal,Google,3,Exercitationem consequuntur cumque temporibus quibusdam.,15.1,49,,Fernanda Lima
CLI1246,Arthur Gabriel Sales,2024-09-19,Comercial,"Estação Liam Pires, 1621",Flamengo,Aragão,PI,74979330,7416.63,À Vista,0,,Google,3,Reprehenderit velit veritatis.,14.4,37,,Fernanda Lima
CLI1247,Sr. Pietro Ramos,2023-08-27,Residencial,"Avenida Enzo Costa, 1883",Araguaia,Vargas,MT,90916-654,8528.91,À Vista,0,,Parceria,4,Alias ipsa dicta architecto voluptates.,9.1,26,,Ana Clara
CLI1248,Pedro Mendes,2024-11-03,Industrial,"Feira de da Mota, 594",Sport Club,Santos do Amparo,DF,99285122,51303.97,Cartão de Crédito,6,Visa,Mídias Sociais,5,,4.8,13,,Ana Clara
CLI1249,Valentina Melo,2024-11-23,Rural,"Conjunto de da Cunha, 1216",Vila Ipiranga,Sampaio,MT,68276-062,67935.31,Financiamento Bancário,84,Bradesco,Mídias Sociais,3,Non excepturi doloremque ab.,18.5,47,,Diana Santos
CLI1250,Henrique Sales,2025-03-08,Comercial,"Campo Gonçalves, 1165",Heliopolis,Cirino,SE,21404247,29385.57,Boleto,0,,Panfleto,5,Sunt accusamus at enim ipsam.,17.8,49,,Eduardo Costa
CLI1251,Larissa da Cunha,2024-05-24,Rural,"Ladeira Luara Martins, 945",Lorena,Guerra,GO,26038-894,41864.23,Boleto,0,,Panfleto,5,Qui omnis odit quo.,18.2,46,,Diana Santos
CLI1252,Clarice Pacheco,2024-03-31,Industrial,"Trevo de Rodrigues, 616",Marilandia,Guerra,PI,25726-445,9004.51,À Vista,0,,Mídias Sociais,5,Architecto occaecati libero facere.,11.7,32,,Diana Santos
CLI1253,Joana Casa Grande,2023-09-16,Comercial,"Trecho de Mendonça, 769",Granja De Freitas,Nunes,RO,91429725,18735.6,Cartão de Crédito,6,Mastercard,Outro,2,Explicabo nemo quam ducimus veritatis et id.,3.4,9,,Diana Santos
CLI1254,Ana Laura Pimenta,2025-05-23,Rural,"Colônia da Conceição, 1289",Jaraguá,da Conceição de Goiás,RS,04785452,77582.57,Cartão de Crédito,3,Elo,Mídias Sociais,2,Consequatur dolorem debitis nisi tempore voluptate autem.,5.9,18,,Fernanda Lima
CLI1255,Felipe Freitas,2025-01-01,Rural,"Trecho Moraes, 663",Lindéia,da Mata de da Costa,PI,78653151,51403.88,Cartão de Crédito,6,Visa,Google,5,Illo earum quod consequuntur.,13.7,41,,Eduardo Costa
CLI1256,Enzo Gabriel da Luz,2024-01-13,Comercial,"Vale Alves, 188",Xodo-Marize,Monteiro,AL,91665591,58340.75,Cartão de Crédito,3,Elo,Feira/Evento,4,,19.8,63,,Bruno Silva
CLI1257,Agatha Monteiro,2024-11-29,Comercial,"Passarela Costela, 1426",Carmo,Cardoso de Santos,RO,75843150,78129.42,Cartão de Crédito,9,Mastercard,Parceria,5,Sapiente accusamus necessitatibus ab nobis possimus aperiam.,9.8,27,,Fernanda Lima
CLI1258,Natália Farias,2025-02-19,Comercial,"Travessa de Casa Grande, 1944",Vila Sesc,Cunha de Minas,AM,62870-436,26817.33,Cartão de Crédito,3,Elo,Mídias Sociais,2,Aliquam sunt explicabo ut.,15.0,49,,Ana Clara
CLI1259,Henry Gabriel Cardoso,2024-08-15,Rural,"Quadra Carvalho, 338",Anchieta,da Cruz,BA,73449984,79456.45,Boleto,0,,Site da Empresa,4,,17.4,47,,Carlos Oliveira
